ticker,date,total_revenue,cost_of_revenue,gross_profit,operating_expense,operating_income,net_non_operating_interest_income_expense,other_income_expense,pretax_income,tax_provision,net_income_common_stockholders,diluted_ni_available_to_com_stockholders,basic_eps,diluted_eps,basic_average_shares,diluted_average_shares,total_operating_income_as_reported,total_expenses,net_income_from_continuing_&_discontinued_operation,normalized_income,interest_income,interest_expense,net_interest_income,ebit,ebitda,reconciled_cost_of_revenue,reconciled_depreciation,net_income_from_continuing_operation_net_minority_interest,normalized_ebitda,tax_rate_for_calcs,total_unusual_items_excluding_goodwill,total_unusual_items,tax_effect_of_unusual_items,rent_expense_supplemental,average_dilution_earnings,credit_losses_provision,non_interest_expense,special_income_charges,interest_income_after_provision_for_loan_loss,total_money_market_investments,earnings_from_equity_interest_net_of_tax,income_from_associates_&_other_participating_interests,other_non_operating_income_expenses
TTEK,TTM,5084817.0,4251560.0,833257.0,340488.0,492769.0,-42348.0,-27997.0,422424.0,131503.0,290877.0,290877.0,5.45,5.40,53400.25,53851.5,464772.0,4592048.0,290877.0,310158.37,,48246.0,-42348.0,470670.0,545373.0,4251560.0,74703.0,290877.0,573370.0,0.0,-27997.0,-27997.0,-8715.63,,,,,,,,,,
TTGT,TTM,224970.0,80391.0,144579.0,152716.0,-8137.0,12332.0,,633.0,9268.0,-8635.0,-8635.0,-0.30,-0.30,28393.0,28455.0,-16732.0,233107.0,-8635.0,-5821.02,12332.0,,12332.0,-8137.0,14237.0,73058.0,22374.0,-8635.0,17799.0,0.0,-3562.0,-3562.0,-748.02,,,,,,,,,,
TTI,TTM,617733.0,478772.0,138961.0,95460.0,43501.0,-22910.0,-2872.0,17719.0,10571.0,1669.0,1669.0,0.02,0.02,130846.75,132186.5,,574232.0,1669.0,11525.65,,22910.0,-22910.0,40629.0,75620.0,478772.0,34991.0,7153.0,81155.0,0.0002,-5535.0,-5535.0,-1162.35,,,,,,,,,,
TTMI,TTM,2360827.0,1894625.0,466202.0,312951.0,153251.0,-49684.0,-16065.0,87502.0,19035.0,68467.0,68467.0,0.67,0.66,101867.25,103535.25,141593.0,2207576.0,68467.0,77588.94,,49684.0,-49684.0,137186.0,290397.0,1781480.0,153211.0,68467.0,302055.0,0.0,-11658.0,-11658.0,-2536.06,,,,,,,,,,
TTNP,TTM,,,1290.0,7129.0,-7129.0,-23.0,1691.0,-5461.0,,-5461.0,-5461.0,-6.64,-6.64,818.5,818.5,-7129.0,7129.0,-5461.0,-7216.0,-23.0,,-23.0,-7129.0,-7094.0,,35.0,-5461.0,-8849.0,,1755.0,1755.0,,,,,,,,,,,
TTOO,TTM,7164.0,13394.0,-6230.0,36360.0,-42590.0,-3937.0,-1735.0,-48262.0,,-48262.0,-48262.0,29.70,29.70,7170.219,7170.219,-45101.0,49754.0,-48262.0,-46014.0,100.0,3937.0,-3937.0,-44325.0,-43863.0,13394.0,462.0,-48262.0,-41615.0,,-2248.0,-2248.0,,,,,,,,,,,
TTSH,TTM,352075.0,120539.0,231536.0,225682.0,5854.0,-538.0,,5316.0,1731.0,3585.0,3585.0,0.08,0.08,43648.9,43791.19,5854.0,346221.0,3585.0,3585.0,,538.0,-538.0,5854.0,24491.0,120539.0,18637.0,3585.0,24491.0,0.0,,,,,,,,,,,,,
TTWO,TTM,5457000.0,2810800.0,2646200.0,3633900.0,-987700.0,-68600.0,-2377100.0,-3433400.0,188700.0,-3622100.0,-3622100.0,-21.20,-21.20,172200.0,172200.0,-3324700.0,6444700.0,-3622100.0,-1744191.0,47341.0,134200.0,-68600.0,-3299200.0,-1802700.0,1491900.0,1496500.0,-3622100.0,574400.0,0.0,-2377100.0,-2377100.0,-499191.0,,,,,,,,,,
TU,TTM,19964000.0,7589000.0,12375000.0,9899000.0,2476000.0,-1345000.0,45000.0,1176000.0,248000.0,923000.0,923000.0,0.63,0.63,1478000.0,1484750.0,2709000.0,17488000.0,923000.0,893013.61,47000.0,1392000.0,-1345000.0,2568000.0,6634000.0,7589000.0,4066000.0,923000.0,6596000.0,0.0,38000.0,38000.0,8013.61,,,,,,,,,,
TUSK,TTM,187514.0,168178.0,19336.0,150795.0,-131459.0,-27211.0,-48441.0,-207111.0,-9309.0,-197802.0,-197802.0,-3.65,-3.65,47987.5,47987.5,-126206.0,318973.0,-197802.0,-202818.8939,,27211.0,-27211.0,-179900.0,-152373.0,169616.0,26089.0,-197802.0,-157626.0,0.0,5253.0,5253.0,236.1061,,,,,,,,,,
TVGN,TTM,,,,35880.973,-35880.973,177.073,90178.467,54474.567,,57918.079,9748.374,0.34,0.06,168826.402,168826.402,,35880.973,54474.567,58616.597,,,177.073,-33418.297,-33418.297,,,54474.567,-28175.221,0.0002,-5243.076,-5243.076,-1101.046,,,,,,,,,,
TVTX,TTM,203447.0,9755.0,193692.0,538586.0,-344894.0,9988.0,-13792.0,-348698.0,260.0,-351454.0,-351454.0,-4.58,-4.58,77229.57,77229.57,-357323.0,548341.0,-351454.0,-339139.09,21174.0,11186.0,9988.0,-337512.0,-296560.0,9755.0,40952.0,-348958.0,-284131.0,0.0,-12429.0,-12429.0,-2610.09,,,,,,,,,,
TW,TTM,1632605.0,566356.0,1066249.0,445518.0,620731.0,75813.0,-11090.0,685454.0,171692.0,448261.0,448261.0,2.11,2.08,212733.79,214625.03,631118.0,1011874.0,448611.0,448611.0,,,75813.0,635552.0,840197.0,566356.0,204645.0,448611.0,840197.0,0.0,,,,18711.0,,,,,,,,,
TWFG,TTM,180424.0,141861.0,38563.0,18838.0,19725.0,-2459.0,4437.0,21703.0,,4407.0,4407.0,-0.06,-0.06,13161.87,13161.87,24156.0,160699.0,4407.0,5241.0,,2459.0,-2459.0,24162.0,32810.0,141861.0,8648.0,5241.0,32810.0,0.0,,,,,,,,,,,,,
TWG,TTM,16943.287,11556.006,5387.281,2342.035,3045.246,,0.002,3045.248,607.153,2438.095,2438.095,0.08,0.08,29000.0,29000.0,,13898.041,2438.095,2438.095,,,,3045.246,3278.905,11556.006,233.659,2438.095,3278.905,0.0002,,,,86.038,,,,,,,,,
TWI,TTM,1852563.0,1577622.0,274941.0,197507.0,77434.0,-21220.0,-26517.0,29697.0,35782.0,-9464.0,-9464.0,-0.13,-0.14,67769.5,67932.75,70919.0,1775129.0,-9464.0,12197.8,709.0,23442.0,-21220.0,53139.0,104034.0,1577622.0,50895.0,-9464.0,131454.0,0.0,-27420.0,-27420.0,-5758.2,,,,,,,,,,
TWIN,TTM,304470.0,218466.0,86004.0,74192.0,11812.0,-1685.0,3632.0,13759.0,4202.0,9396.0,9396.0,0.69,0.68,13745.75,13939.75,11594.0,292658.0,9396.0,6960.73,,1685.0,-1685.0,15444.0,26175.0,218466.0,10731.0,9396.0,22669.0,0.0,3506.0,3506.0,1070.73,,,,,,,,,,
TWKS,TTM,1032809.0,727197.0,305612.0,338345.0,-32733.0,-26449.0,-41238.0,-100420.0,15234.0,-115654.0,-115654.0,-0.37,-0.37,320678.592,320678.592,-61004.0,1065542.0,-115654.0,-82581.44,,26449.0,-26449.0,-73971.0,-41364.0,718025.0,32607.0,-115654.0,500.0,0.0002,-41864.0,-41864.0,-8791.44,,,,,,,,,,
TWLO,TTM,4339151.0,2129470.0,2209681.0,2313835.0,-104154.0,,-330555.0,-434709.0,27632.0,-462341.0,-462341.0,-2.57,-2.57,172984.54,172984.54,-429162.0,4443305.0,-462341.0,-204423.38,,,,-104154.0,117461.0,2129470.0,221615.0,-462341.0,443939.0,0.0,-326478.0,-326478.0,-68560.38,,,,,,,,,,
TWST,TTM,295210.0,175572.0,119638.0,306111.0,-186473.0,15616.0,-49023.0,-219880.0,434.0,-220314.0,-220314.0,-3.36,-3.36,57399.5,57399.5,-234900.0,481683.0,-220314.0,-182056.67,15617.0,1.0,15616.0,-219879.0,-186603.0,175572.0,33276.0,-220314.0,-138176.0,0.0,-48427.0,-48427.0,-10169.67,,,,,,,,,,
TXG,TTM,629743.0,210434.0,419309.0,599639.0,-180330.0,19047.0,-14635.0,-175918.0,6633.0,-182551.0,-182551.0,-1.52,-1.52,119695.66,119695.66,-199908.0,810073.0,-182551.0,-167084.38,19059.0,12.0,19047.0,-175906.0,-131056.0,210434.0,44850.0,-182551.0,-111478.0,0.0,-19578.0,-19578.0,-4111.38,,,,,,,,,,
TXMD,TTM,996.0,,996.0,6701.0,-5705.0,,738.0,-4877.0,-43.0,-6085.0,-6085.0,-0.54,-0.54,11213.0,11213.0,-6966.0,6701.0,-6085.0,-3584.1181,,,,-5748.0,-4668.0,,1057.0,-4834.0,-3407.0,0.0,-1261.0,-1261.0,-11.1181,,,,,,,,,,
TXN,TTM,15711000.0,6500000.0,9211000.0,3714000.0,5497000.0,-476000.0,621000.0,5642000.0,677000.0,4940000.0,4940000.0,5.42,5.38,911000.0,918250.0,5621000.0,10214000.0,4965000.0,4855879.12,,476000.0,-476000.0,6118000.0,7600000.0,6500000.0,1482000.0,4965000.0,7476000.0,0.0,124000.0,124000.0,14879.12,,,,,,,,,,
TXNM,TTM,1906349.0,695049.0,1211300.0,804202.0,407098.0,-198835.0,-24539.0,183724.0,-9270.0,176214.0,176214.0,0.90,0.90,88496.0,88569.0,330620.0,1499251.0,176742.0,197851.59,24114.0,222949.0,-198835.0,406673.0,811727.0,657093.0,405054.0,176742.0,838448.0,0.0,-26721.0,-26721.0,-5611.41,,,,,,,,,,
TXO,TTM,285451.0,188964.0,96487.0,83679.0,12808.0,-3982.0,-189277.0,-180451.0,,-180451.0,-180451.0,-6.03,-6.03,33010.0,33040.0,-210576.0,272643.0,-180451.0,42933.0,1067.0,5049.0,-3982.0,-175402.0,-129789.0,188964.0,45613.0,-180451.0,93595.0,,-223384.0,-223384.0,,,,,,,,,,,
TXRH,TTM,5099779.0,4220619.0,879160.0,416141.0,463019.0,5261.0,-331.0,467949.0,67088.0,390189.0,390189.0,5.85,5.82,66783.5,67032.0,461740.0,4636760.0,390189.0,391284.63,,,5261.0,463019.0,632375.0,4220619.0,169356.0,390189.0,633654.0,0.0,-1279.0,-1279.0,-183.37,78308.0,,,,,,,,,
TXT,TTM,13981000.0,11737000.0,2244000.0,1219000.0,1025000.0,-90000.0,107000.0,1042000.0,159000.0,881000.0,881000.0,4.62,4.56,191223.75,193311.0,,12956000.0,881000.0,1010958.73,,90000.0,-90000.0,1132000.0,1514000.0,11737000.0,382000.0,883000.0,1665000.0,0.0,-151000.0,-151000.0,-23041.27,,,,,,,,,,
TYGO,TTM,45985.0,34702.0,11283.0,52733.0,-41450.0,-9102.0,-41.0,-50593.0,125.0,-49300.0,-52223.0,-0.87,-0.87,42129.097,60477.864,-41450.0,87435.0,-50718.0,-51827.16,,11424.0,-9102.0,-39169.0,-37966.0,34702.0,1203.0,-50718.0,-39370.0,0.0002,1404.0,1404.0,294.84,,,,,,,,,,
TYL,TTM,2077606.0,1165739.0,911867.0,636279.0,275588.0,-8422.0,8884.0,276050.0,39342.0,236708.0,236708.0,5.57,5.47,42466.5,43285.0,275588.0,1802018.0,236708.0,236708.0,,8422.0,-8422.0,284472.0,444811.0,1070545.0,160339.0,236708.0,444811.0,0.0,,,,,,,,,,,,,
TYRA,TTM,,,,100067.0,-100067.0,16366.0,,-83740.0,,-83740.0,-83740.0,-1.61,-1.61,53189.86,53189.86,-100067.0,100067.0,-83740.0,-83740.0,16366.0,,16366.0,-100067.0,-99594.0,,473.0,-83740.0,-99594.0,,,,,,,,,,,,,,
TZOO,TTM,84373.0,10406.0,73967.0,55841.0,18126.0,,1072.0,19198.0,5538.0,14066.0,14066.0,1.07,1.06,13103.75,13260.0,18126.0,66247.0,14066.0,13601.0,,,,18126.0,19339.0,10406.0,1213.0,13601.0,19339.0,0.0,,,,,,,,,,,,,
TZUP,TTM,0.133,0.028,0.105,1947.567,-1947.462,-36.986,,-2349.177,,-2369.945,-2369.945,-0.28,-0.28,7741.731,7741.731,-1947.462,1947.595,-2349.177,-2349.177,,13.329,-36.986,-2679.114,-2617.65,0.028,61.464,-2349.177,-2617.65,,,,,,,,,,,,,,
U,TTM,1965424.0,626898.0,1338526.0,2228981.0,-890455.0,99432.0,,-791023.0,4726.0,-794136.0,-794136.0,-2.05,-2.05,387894.0,387894.0,-890455.0,2855879.0,-794136.0,-794136.0,123290.0,23858.0,99432.0,-767165.0,-229092.0,626898.0,538073.0,-794136.0,-229092.0,0.0,,,,,,,,,,,,,
UA,TTM,5400928.0,2871886.0,2529042.0,2559537.0,-30495.0,2864.0,9771.0,-17860.0,255.0,-17723.0,-17272.0,-0.04,-0.04,435201.5,440932.5,-58793.0,5431423.0,-17723.0,4632.42,,,2864.0,-30495.0,109373.0,2871886.0,139868.0,-17723.0,137671.0,0.0,-28298.0,-28298.0,-5942.58,,451.0,,,,,,392.0,,
UAA,TTM,5400928.0,2871886.0,2529042.0,2559537.0,-30495.0,2864.0,9771.0,-17860.0,255.0,-17723.0,-17272.0,-0.04,-0.04,435201.5,440932.5,-58793.0,5431423.0,-17723.0,4632.42,,,2864.0,-30495.0,109373.0,2871886.0,139868.0,-17723.0,137671.0,0.0,-28298.0,-28298.0,-5942.58,,451.0,,,,,,392.0,,
UAL,TTM,55994000.0,40325000.0,15669000.0,10987000.0,4682000.0,-755000.0,-296000.0,3631000.0,867000.0,2764000.0,2764000.0,8.40,8.39,328475.0,333025.0,4591000.0,51312000.0,2764000.0,2975619.94,761000.0,1516000.0,-755000.0,5147000.0,5147000.0,40325000.0,,2764000.0,5425000.0,0.0,-278000.0,-278000.0,-66380.06,3523000.0,,,,,,,,,
UAMY,TTM,9862.364,12257.005,-2394.641,4603.836,-6998.477,631.381,-221.143,-6588.239,,-5332.314,-5332.314,-0.05,-0.05,107886.44,108012.475,-7233.892,16860.841,-5324.814,-6352.824,631.381,,631.381,-6998.477,-5972.857,12257.005,1025.62,-6588.239,-5737.442,,-235.415,-235.415,,,,,,,,,,,
UAVS,TTM,13693.102,7731.031,5962.071,19337.52,-13375.449,-4487.914,-23913.587,-41776.95,,-41776.95,-41776.95,-6.81,-6.81,8101.24,8101.24,-35051.522,27068.551,-41776.95,-18153.521,,4487.914,-4487.914,-37289.036,-34944.208,7731.031,2344.828,-41776.95,-11320.779,,-23623.429,-23623.429,,,,,,,,,,,
UBCP,TTM,29426.0,,,,,,,8798.0,284.0,8175.0,8175.0,1.48,1.48,5527.87,5527.87,,,8514.0,8514.0,,,,,,,1020.0,8514.0,,0.0,,,,,,204.0,20832.0,,25221.0,2415.0,,,
UBER,TTM,41955000.0,25474000.0,16481000.0,13800000.0,2681000.0,129000.0,2234000.0,5044000.0,377000.0,4402000.0,4334000.0,2.12,2.03,2083396.75,2146154.75,2681000.0,39274000.0,4402000.0,2309992.27,690000.0,561000.0,129000.0,5605000.0,6369000.0,25455000.0,764000.0,4402000.0,4108000.0,0.0,2261000.0,2261000.0,168992.27,,-68000.0,,,,,,-23000.0,,
UBFO,TTM,54527.0,,,,,,,24241.0,6553.0,17688.0,17688.0,1.04,1.04,17174.05,17178.61,,,17688.0,17679.97,,,,,,,2093.0,17688.0,,0.0,11.0,11.0,2.97,,,-2623.0,27663.0,,44376.0,330.0,,,
UBS,TTM,45333000.0,,,,,,,5506000.0,934000.0,4519000.0,4521000.0,1.34,1.28,3209995.21,3362083.08,,,4520000.0,9963054.85,,,,,,,4213000.0,4520000.0,,0.0,-6555000.0,-6555000.0,-1111945.15,,2000.0,-458000.0,32527000.0,-6555000.0,6905000.0,4337000.0,,-289000.0,
UBSI,TTM,1030568.0,,,,,,,447723.0,89745.0,358046.0,358046.0,2.65,2.65,134819.73,135061.3,,,357978.0,357809.29,,,,,,,,357978.0,,0.0,211.0,211.0,42.29,,,-25337.0,557508.0,,882813.0,55901.0,,,
UBX,TTM,,,,28857.0,-28857.0,1948.0,5019.0,-21890.0,,-21890.0,-21890.0,-1.28,-1.28,16551.138,16551.138,-28857.0,28857.0,-21890.0,-28229.0,1949.0,1.0,1948.0,-21889.0,-20994.0,,895.0,-21890.0,-27333.0,,6339.0,6339.0,,,,,,,,,,,
UBXG,TTM,67127.807,65952.588,1175.219,1618.677,-443.458,-2.979,66.909,-379.528,-188.949,-190.579,-190.579,-0.03,-0.03,25250.0,25250.0,-443.458,67571.265,-190.579,-190.579,3.877,6.856,-2.979,-372.672,-370.408,65952.588,2.264,-190.579,-370.408,0.0003,,,,,,,,,,,,,
UCAR,TTM,19764.0,7592.0,12172.0,47079.0,-34907.0,-1298.0,13352.0,-22853.0,2613.0,-19338.0,-19338.0,-1.56k,-1.56k,12.43,12.43,-36903.0,54671.0,-19338.0,-17841.0,562.0,1860.0,-1298.0,-20993.0,-12667.0,7592.0,8326.0,-19338.0,-10671.0,0.0,-1996.0,-1996.0,-499.0,,,,,,,,,,
UCB,TTM,860294.0,,,,,,,237746.0,47063.0,183488.0,183488.0,1.53,1.53,119711.25,119802.25,,,190683.0,200456.72,,,,,,,42483.0,190683.0,,0.0,-12186.0,-12186.0,-2412.28,,,-54188.0,556174.0,-12186.0,766300.0,28895.0,,,
UCTT,TTM,1979000.0,1643500.0,335500.0,265700.0,69800.0,-43200.0,8300.0,34900.0,22000.0,3600.0,3600.0,0.07,0.07,44700.0,45150.0,69800.0,1909200.0,3600.0,3600.0,5500.0,48700.0,-43200.0,83600.0,157500.0,1643500.0,73900.0,3600.0,157500.0,0.0,,,,,,,,,,,,,
UDMY,TTM,776168.0,301583.0,474585.0,566704.0,-92119.0,21937.0,-22069.0,-92251.0,3421.0,-95672.0,-95672.0,-0.61,-0.61,153454.67,153454.67,-103394.0,868287.0,-95672.0,-86764.75,21991.0,,21937.0,-85924.0,-59890.0,301583.0,26034.0,-95672.0,-48615.0,0.0,-11275.0,-11275.0,-2367.75,,,,,,,,,,
UEC,TTM,224.0,187.0,37.0,56590.0,-56553.0,1802.0,20496.0,-34255.0,-5034.0,-29221.0,-29221.0,-0.04,-0.04,389443.09,389443.09,-56402.0,56777.0,-29221.0,-45772.6,2629.0,827.0,1802.0,-33428.0,-31245.0,187.0,2183.0,-29221.0,-50648.0,0.0,19403.0,19403.0,2851.4,,,,,,,,,,
UEIC,TTM,382019.0,271509.0,110510.0,121017.0,-10507.0,-3700.0,-3797.0,-18004.0,8598.0,-26602.0,-26602.0,-2.05,-2.05,12927.0,12927.0,-13555.0,392526.0,-26602.0,-23049.37,,,-3700.0,-10507.0,8399.0,271509.0,18906.0,-26602.0,12896.0,0.0,-4497.0,-4497.0,-944.37,,,,,,,,,,
UFCS,TTM,1210300.0,,,,,,,61620.0,11497.0,50123.0,50123.0,1.98,1.95,25297.61,25729.36,,1148680.0,50123.0,50123.0,,5669.0,,67289.0,,,10983.0,50123.0,,0.0,,,,,,,,,,,,,
UFI,TTM,590737.0,564088.0,26649.0,49718.0,-23069.0,-8072.0,-6118.0,-37259.0,4498.0,-41757.0,-41757.0,-2.30,-2.30,18196.75,18196.75,-28608.0,613806.0,-41757.0,-37381.19,1812.0,9884.0,-8072.0,-27375.0,-185.0,564088.0,27190.0,-41757.0,5354.0,0.0,-5539.0,-5539.0,-1163.19,,,,,,,,,,
UFPI,TTM,6714661.0,5431286.0,1283375.0,755924.0,527451.0,50684.0,6662.0,584797.0,131939.0,431203.0,431203.0,7.32,7.27,58995.0,59378.25,536780.0,6187210.0,449968.0,449968.0,63187.0,12503.0,50684.0,597300.0,743184.0,5431286.0,145884.0,449968.0,743184.0,0.0,,,,,,,,,,,,,
UFPT,TTM,417468.0,300475.0,116993.0,53395.0,63598.0,-2895.0,-1962.0,58741.0,9194.0,49547.0,49547.0,6.48,6.40,7651.0,7734.5,61658.0,353870.0,49547.0,51183.36,,2895.0,-2895.0,61636.0,73467.0,300475.0,11831.0,49547.0,75407.0,0.0,-1940.0,-1940.0,-303.64,,,,,,,,,,
UG,TTM,12309.68,6074.14,6235.54,2581.11,3654.42,,435.06,4089.48,843.62,3245.86,3245.86,0.71,0.71,4594.32,4594.32,3654.42,8655.26,3245.86,2900.55,,,,3654.42,3759.03,6074.14,104.6,3245.86,3323.97,0.0,435.06,435.06,89.75,,,,,,,,,,
UGI,TTM,7372000.0,3450000.0,3922000.0,2663000.0,1259000.0,-371000.0,-37000.0,851000.0,178000.0,673000.0,673000.0,3.20,3.14,210015.25,213861.25,,6113000.0,673000.0,714123.38,,394000.0,-371000.0,1245000.0,1794000.0,3450000.0,549000.0,673000.0,1846000.0,0.0,-52000.0,-52000.0,-10876.62,,,,,,,,,,
UGRO,TTM,70320.066,59754.337,10565.729,24260.267,-13694.538,-196.931,-1985.561,-15877.03,-199.115,-15677.915,-15677.915,-1.36,-1.36,11590.142,11590.142,-13694.538,84014.604,-15677.915,-13941.4764,100.845,297.776,-196.931,-15579.254,-13912.061,59072.637,1667.193,-15677.915,-12153.569,0.0,-1758.492,-1758.492,-22.0534,,,,,,,,,,
UHAL,TTM,5642104.0,796838.0,4845266.0,3974426.0,870840.0,-115963.0,-108834.0,646043.0,165467.0,445282.0,445282.0,2.27,2.27,196077.88,196077.88,763974.0,4771264.0,480576.0,560439.29,160239.0,270075.0,-115963.0,916118.0,1806063.0,645562.0,889945.0,480576.0,1913424.0,0.0,-107361.0,-107361.0,-27497.71,26955.0,,,,,,,,,
UHAL-B,TTM,5642104.0,796838.0,4845266.0,3974426.0,870840.0,-115963.0,-108834.0,646043.0,165467.0,445282.0,445282.0,2.27,2.27,196077.88,196077.88,763974.0,4771264.0,480576.0,560439.29,160239.0,270075.0,-115963.0,916118.0,1806063.0,645562.0,889945.0,480576.0,1913424.0,0.0,-107361.0,-107361.0,-27497.71,26955.0,,,,,,,,,
UHG,TTM,414814.05,340111.94,74702.11,68739.71,5962.4,,133110.75,139073.15,1293.04,137780.11,137780.11,2.90,2.39,48384.66,63090.51,5962.4,408851.65,137780.11,11.61,,,,5962.4,7815.62,340111.94,1853.21,137780.11,-131245.81,0.0,139061.43,139061.43,1292.93,,,,,,,,,,
UHS,TTM,15417759.0,1575764.0,13841995.0,12301474.0,1540521.0,-199974.0,201.0,1340748.0,295064.0,1025962.0,1025962.0,15.28,15.02,67107.0,68265.0,1540521.0,13877238.0,1026078.0,1026078.0,1150.0,196097.0,-199974.0,1536845.0,2120376.0,1575764.0,583531.0,1026078.0,2120376.0,0.0,5923.0,5923.0,,143416.0,,,,,,,,,
UI,TTM,2015756.0,1228251.0,787505.0,247604.0,539901.0,-64523.0,,475378.0,85180.0,390198.0,390198.0,6.46,6.46,60459.5,60468.75,539901.0,1475855.0,390198.0,390198.0,,64523.0,-64523.0,539901.0,560147.0,1228251.0,20246.0,390198.0,560147.0,0.0,,,,,,,,,,,,,
UIS,TTM,2020600.0,1428500.0,592100.0,423800.0,168300.0,-31600.0,-411900.0,-275200.0,112700.0,-388700.0,-388700.0,-5.65,-5.65,68934.25,68934.25,92800.0,1852300.0,-388700.0,-369108.0,,31600.0,-31600.0,-243600.0,-130400.0,1428500.0,113200.0,-388700.0,-105600.0,0.0,-24800.0,-24800.0,-5208.0,,,,,,,,,,
UK,TTM,459820.0,454784.0,5036.0,106349.0,-101313.0,1151.0,83026.0,-17136.0,6215.0,-4864.0,-4864.0,-8.99,-8.99,540.836,540.836,-129521.0,561133.0,-4864.0,-60305.5,,,1151.0,-101313.0,-20650.0,454784.0,80663.0,-4864.0,-94572.0,0.0003,73922.0,73922.0,18480.5,,,,,,,,795.0,,
ULBI,TTM,168946.0,124737.0,44209.0,30445.0,13764.0,-2090.0,641.0,12315.0,2265.0,10063.0,10063.0,0.61,0.60,16386.0,16486.0,13764.0,155182.0,10063.0,10063.0,,2090.0,-2090.0,14405.0,18342.0,124737.0,3937.0,10063.0,18342.0,0.0,,,,,,,,,,,,,
ULCC,TTM,3664000.0,3503000.0,161000.0,150000.0,11000.0,31000.0,,41000.0,47000.0,-6000.0,-6000.0,-0.03,-0.03,223518.71,224205.61,10000.0,3653000.0,-6000.0,-5210.0,33000.0,2000.0,31000.0,43000.0,110000.0,3503000.0,67000.0,-6000.0,111000.0,0.0,-1000.0,-1000.0,-210.0,608000.0,,,,,,,,,
ULH,TTM,1771824.0,1458274.0,313550.0,110910.0,202640.0,-26541.0,-990.0,175109.0,43965.0,131144.0,131144.0,4.98,4.98,26306.5,26333.5,198920.0,1569184.0,131144.0,133930.01,2292.0,28833.0,-26541.0,203942.0,311712.0,1458274.0,107770.0,131144.0,315432.0,0.0,-3720.0,-3720.0,-933.99,43384.0,,,,,,,,,
ULS,TTM,2815000.0,1455000.0,1360000.0,927000.0,433000.0,-45000.0,14000.0,402000.0,80000.0,303000.0,303000.0,1.51,1.51,200006.95,200006.95,433000.0,2382000.0,303000.0,286980.1,9000.0,54000.0,-45000.0,456000.0,624000.0,1455000.0,168000.0,303000.0,604000.0,0.0,20000.0,20000.0,3980.1,,,,,,,,,,
ULTA,TTM,11321166.0,6940578.0,4380588.0,2792474.0,1588114.0,17251.0,-13648.0,1591717.0,382196.0,1209521.0,1209521.0,25.04,24.91,48269.0,48528.5,1574466.0,9733052.0,1209521.0,1219891.9,,,17251.0,1588114.0,1842145.0,6940578.0,254031.0,1209521.0,1855793.0,0.0,-13648.0,-13648.0,-3277.1,,,,,,,,,,
ULY,TTM,165727.0,129684.0,36043.0,82379.0,-46336.0,-29255.0,147815.0,72224.0,-1991.0,74215.0,74215.0,181.28,179.66,9388.006,9564.263,-46336.0,212063.0,74215.0,-42558.85,1208.0,30463.0,-29255.0,102687.0,106401.0,129032.0,3714.0,74215.0,-41414.0,0.0002,147815.0,147815.0,31041.15,,,,,,,,,,
UMAC,TTM,2030.039,1437.432,592.607,3431.918,-2839.311,-60.183,,-2899.494,,-2899.493,-2899.493,-0.31,-0.31,6184.983,6184.983,-2839.31,4869.35,-2899.493,-2899.493,,,-60.183,-2839.311,-2834.132,1437.432,5.179,-2899.493,-2834.132,,,,,,,,,,,,,,
UMBF,TTM,1407451.0,,,,,,,477251.0,85082.0,392169.0,392169.0,8.05,8.01,48680.56,48956.21,,,392169.0,392169.0,,,,,,,54204.0,392169.0,,0.0,,,,,,-42050.0,888150.0,,920390.0,187364.0,,,
UNB,TTM,46145.0,,,,,,,10969.0,952.0,10017.0,10017.0,2.22,2.20,4514.71,4549.43,,,10017.0,10017.0,,,,,,,1650.0,10017.0,,0.0,,,,,,319.0,35495.0,,36702.0,1490.0,,,
UNCY,TTM,,,,28856.0,-28856.0,825.0,4792.0,-23239.0,,-24406.0,-24406.0,-0.36,-0.36,35121.556,35121.556,-28856.0,28856.0,-23239.0,-28031.0,899.0,74.0,825.0,-23165.0,-22833.0,,332.0,-23239.0,-27625.0,,4792.0,4792.0,,,,,,,,,,,
UNF,TTM,2359454.0,1549240.0,810214.0,644606.0,165608.0,4975.0,-1791.0,168792.0,40322.0,128470.0,128470.0,7.15,6.85,18695.5,18752.25,165608.0,2193846.0,128470.0,128470.0,4975.0,,4975.0,165608.0,302179.0,1549240.0,136571.0,128470.0,302179.0,0.0,,,,,,,,,,,,,
UNFI,TTM,30980000.0,26779000.0,4201000.0,4100000.0,101000.0,-152000.0,-86000.0,-137000.0,-27000.0,-112000.0,-112000.0,-2.40,-2.40,59125.0,59350.0,8000.0,30879000.0,-112000.0,-29299.27,3000.0,146000.0,-152000.0,9000.0,328000.0,26779000.0,319000.0,-112000.0,431000.0,0.0,-103000.0,-103000.0,-20299.27,,,,,,,,,,
UNH,TTM,389068000.0,303805000.0,85263000.0,57890000.0,27373000.0,-3733000.0,-3501000.0,20139000.0,5006000.0,14317000.0,14317000.0,15.53,15.38,922000.0,930500.0,32203000.0,361695000.0,14317000.0,16947747.95,,3733000.0,-3733000.0,23872000.0,27904000.0,303805000.0,4032000.0,14317000.0,31405000.0,0.0,-3501000.0,-3501000.0,-870252.05,,,,,,,,,,
